COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION
600983632,CONSTRUCTION AND DEMOLITION,1536 S KEDZIE AVE,1536,,S,KEDZIE,AVE,84397,04/23/2021,CONSTRUCTION/DEMOLITION DEBRIS.,[INSPECTION LOG #: 13915010 23-APR-21 11:24:00],DEPT. OF PUBLIC HEALTH,04/26/2021,41.86016278969241,-87.70563751684016,POINT (-87.70563751684016 41.86016278969241)
600983629,NOISE COMPLAINT,5414 W AGATITE AVE,5414,,W,AGATITE,AVE,417325,04/23/2021,NOISE COMING FROM AN AIR CONDITIONER OR INDUSTRIAL COMMERCIAL EQUIPMENT.,"[INSPECTION LOG #: 13914997 23-APR-21 13:55:00] ON APRIL 23, 2021, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES RESPONDED TO A NOISE COMPLAINT AT 5414 W. AGATITE AVE. INSPECTOR BARNES ARRIVED AT 1:20PM TO ATTEMPT TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT. HOWEVER, THE COMPLAINANT?S PROVIDED NUMBER WAS OUT SERVICE WHEN INSPECTOR BARNES ATTEMPTED CONTACT.ACCORDING TO THE CITY OF CHICAGO?S 311 SYSTEM, THE COMPLAINANT STATED LOUD NOISES WERE EMANATING FROM THE RESIDENCE LOCATED AT THE ABOVE LISTED ADDRESS.FOLLOWING HIS ATTEMPT TO CONTACT THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTOS A  B). DURING THE SURVEY, INSPECTOR BARNES DID NOT OBSERVE THE SOUND OR DETECT A POTENTIAL SOURCE FOR THE SOUND. ADDITIONALLY, NOISE METER READINGS TAKEN OF THE SURROUNDING AMBIENT SOUNDS WERE WITHIN ALLOWABLE LEVELS FROM 8:00PM TO 8:00AM.AS THE COMPLAINANT DID NOT PROVIDE WORKING CONTACT INFORMATION TO INSPECTOR BARNES, NO FOLLOW UP COULD BE CONDUCTED. CDPH DETERMINED NO CITATIONS WERE REQUIRED.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.961557334999995,-87.76300844381176,POINT (-87.76300844381176 41.961557334999995)
600983621,NOISE COMPLAINT,6107 S INGLESIDE AVE,6107,,S,INGLESIDE,AVE,129151,04/23/2021,IF YOU STAND IN PARKING LOT OF CLOSED SCHOOL YOU CAN HEAR HIGH PITCHED RINGING SOUND BUT I THINK IT IS COMING FROM SOMEWHERE ELSE BETWEEN DREXEL AND COTTAGE GROVE YOU NEED TO WALK AROUND NEIGHBORHOOD IN THAT AREA.,"[INSPECTION LOG #: 13916081 23-APR-21 00:00:00] ON APRIL 23, 3021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR TIFFANY WILLIAMS RESPONDED TO A CITIZEN COMPLAINT OF NOISE AT 6107 S INGLESIDE. UPON ARRIVAL THE INSPECTOR COULD HEAR THE HIGH PITCHED NOISE DESCRIBED BY THE COMPLAINANT. THE INSPECTOR HAS RESPONDED TO THE AREA ON MORE THAN ONE OCCASION IN AN EFFORT TO LOCATE THE SOURCE IN PAST WEEKS. UNFORTUNATELY THE ABANDONED SCHOOL AT THIS ADDRESS IS NOT THE SOURCE OF NOISE.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.78386419472053,-87.60261779589537,POINT (-87.60261779589537 41.78386419472053)
600983624,NOISE COMPLAINT,3608 W 80TH PL,3608,,W,80TH,PL,129151,04/23/2021,NOISE OCCURRING BETWEEN 8 PM AND 8 AM IN ALLEY.,"[INSPECTION LOG #: 13924668 23-APR-21 12:00:00] ON APRIL 23, 3021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR TIFFANY WILLIAMS RESPONDED TO A CITIZEN NOISE COMPLAINT AT 3608 W 80TH; THE COMPLAINANT ALLEGED NOISE COMING FROM THE ALLEY AFTER 8PM. THE AREA IS CHARACTERIZED BY RESIDENTIAL HOMES BORDERED BY THE NORFOLK TRAIN LINES TO THE EAST. THE INSPECTOR DID NOT OBSERVE ANY MECHANICAL DEVICES THAT WERE EASILY IDENTIFIABLE AND NOISE PRODUCING IN THE IMMEDIATE AREA. A TELEPHONE TO THE COMPLAINANT TO GATHER ADDITIONAL WAS UNSUCCESSFUL IN THAT THE INSPECTOR REACHED A MESSAGE STATING THAT THE NUMBER WAS EITHER DISCONNECTED OR NO LONGER IN SERVICE.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.74701615423285,-87.71259730726493,POINT (-87.71259730726493 41.74701615423285)
600983627,NOISE COMPLAINT,1237 W NEWPORT AVE,1237,,W,NEWPORT,AVE,417325,04/23/2021,PER CALLER CTA HAS A METALLIC BANGING SOUND VERY LOUD AND MAKES RESIDENTS POWER FLICKER INSIDE.,"[INSPECTION LOG #: 13915661 23-APR-21 15:05:00] ON APRIL 23, 2021, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES RESPONDED TO A NOISE COMPLAINT AT 1237 W. NEWPORT AVE. INSPECTOR BARNES ARRIVED AT 2:25PM TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT.THE COMPLAINANT STATED A LOUD BANGING NOISE EMANATES FROM CTA-CONNECTED STRUCTURE LOCATED BEHIND THE BUILDING AT THE ABOVE LISTED ADDRESS. THE COMPLAINANT STATED THE BANGING NOISE CAUSES THEIR LIGHTS TO FLICKER. INSPECTOR BARNES REVIEWED THE GENERAL REQUIREMENTS OF THE CHICAGO NOISE ORDINANCE IN THE MUNICIPAL CODE OF CHICAGO WITH THE COMPLAINANT.FOLLOWING HIS PHONE CONVERSATION WITH THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTOS A  B). INSPECTOR BARNES OBSERVED THE STRUCTURE AT THE CENTER OF THE COMPLAINT (PHOTO C). THOUGH INTERMITTENTLY, INSPECTOR BARNES DID HEAR THE BANGING. INSPECTOR BARNES DETERMINED THE COMPLAINT WAS CONNECTED TO CTA EQUIPMENT AND REFERRED IT TO THE CORRESPONDING DEPARTMENT.INSPECTOR BARNES REVIEWED THE FINDINGS OF HIS COMPLAINT WITH THE COMPLAINANT.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.94427429519193,-87.66057041499592,POINT (-87.66057041499592 41.94427429519193)
600983622,CONSTRUCTION AND DEMOLITION,3735 N WAYNE AVE,3735,,N,WAYNE,AVE,379542,04/23/2021,OVERFLOWING CONSTRUCTION DUMPSTER ON STREET.,"[INSPECTION LOG #: 13937617 23-APR-21 12:00:00] ON APRIL 23, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT 3735 N. WAYNE ST., CHICAGO, IL. AN ANONYMOUS COMPLAINT WAS RECEIVED THAT THE DUMPSTER ON SITE WAS OVERFLOWING. THE REPORTING INSPECTOR ARRIVED AT THE SITE TO FIND 6' FENCING WITH MESHING AND AN OVERFLOWING DUMPSTER AT THE FRONT OF THE PROPERTY. THE PROPERTY DEVELOPER WAS CALLED AND HE ARRIVED ON SITE WITHIN A REASONABLE AMOUNT OF TIME. WHILE PRESENT, THE REPORTING INSPECTOR LISTENED TO THE DEVELOPER ORDER A REMOVAL OF THE DUMPSTER. THE DUMPSTER COMPANY STATED THAT THE DUMPSTER WOULD BE REMOVED WITHIN THE NEXT FEW DAYS. BASED UPON THIS INFORMATION, THE ANONYMOUS COMPLAINT IS CLOSED.",DEPT. OF PUBLIC HEALTH,04/27/2021,41.94995275635387,-87.66273676950891,POINT (-87.66273676950891 41.94995275635387)
600983632,CONSTRUCTION AND DEMOLITION,1536 S KEDZIE AVE,1536,,S,KEDZIE,AVE,84397,04/23/2021,CONSTRUCTION/DEMOLITION DEBRIS.,"[INSPECTION LOG #: 13915226 23-APR-21 11:24:00] ON APRIL 23, 2021 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 1536 S. KEDZIE AVE. ABOUT CONSTRUCTION AND DEMOLITION DEBRIS BEHIND AND ON THE SIDE OF THE ABOVE ADDRESS. UPON ARRIVING AT THE LISTED ADDRESS I NOTICE THAT THERE WAS NOT ANY CONSTRUCTION OR DEMOLITION DEBRIS JUST OLD BROKEN UP FURNITURE ( ONE CHEST, ONE DRESSER, SEVERAL BROKEN UP DRESSER DRAWERS, AND ONE BED POST, I TALKED WITH STREETS AND SANITATION OFFICE IN THE AREA AND MR. WINFREY INFORMED ME THAT THEY WOULD PICKUP THE OLD FURNITURE, I WILL REFER THIS TO STREET AND SANITATION.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.86016278969241,-87.70563751684016,POINT (-87.70563751684016 41.86016278969241)
600984901,NOISE COMPLAINT,4401 N BROADWAY ,4401,,N,BROADWAY,,417325,04/26/2021,THE NOISE CONTINUOUS EVERY DAY ALL DAY/NIGHT IN ALLEY.,[INSPECTION LOG #: 13930637  ] REPEAT COMPLAINT WITH INCORRECT ADDRESS. SEE SR#:600980954,DEPT. OF PUBLIC HEALTH,04/26/2021,41.961913033099016,-87.65507724606968,POINT (-87.65507724606968 41.961913033099016)
600985004,AIR POLLUTION WORK ORDER,5308 W BELMONT AVE,5308,,W,BELMONT,AVE,425726,04/26/2021,COMPANY IS NOT USING WATER FOR DEMOLITION CAUSING DUST.,"[INSPECTION LOG #: 13941540 26-APR-21 12:30:00] DATE: 4/26/2021INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: 311 COMPLAINT/REINSPECTIONLOCATION: 5308 W. BELMONT AVE. NOTES:UPON ARRIVAL THE REPORTING INSPECTOR OBSERVED THE DEMOLITION WORKERS MOVING SCRAP METAL PIECE ONTO A TRUCK. THE REPORTING INSPECTOR SPOKE WITH A WORKER ON SITE AND WAS INFORMED THAT THEY WOULD ONLY BE LOADING SCRAP METAL FOR THE DAY AND SOME LIGHT DEMOLITION BECAUSE THEY COULD ONLY GET A SMALL WATER TANK ON SITE. NO VISIBLE DUST WAS OBSERVED AT THE TIME OF INSPECTION. THE WORKERS INFORMED THE REPORTING INSPECTOR THAT A WATER TANK WOULD COULD BE STATIONED THE FOLLOWING DAY, SO THAT THE DEMOLITION COULD CONTINUE. THIS INSPECTION IS NOW CONSIDERED CLOSED.",DEPT. OF PUBLIC HEALTH,04/27/2021,41.938772404783364,-87.75956738062321,POINT (-87.75956738062321 41.938772404783364)
600984866,NOISE COMPLAINT,4103 S MONTGOMERY AVE,4103,,S,MONTGOMERY,AVE,129151,04/26/2021,NOISE COMING FROM AN AIR CONDITIONER OR INDUSTRIAL COMMERCIAL EQUIPMENT.,"[INSPECTION LOG #: 13942977 26-APR-21 12:30:00] ON APRIL 26, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR TIFFANY WILLIAMS RESPONDED TO A CITIZEN COMPLAINT OF NOISE AT 4103 W. MONTGOMERY. PRIOR TO ARRIVAL TO THE LOCATION THE INSPECTOR TELEPHONED THE COMPLAINANT TO GATHER ADDITIONAL INFORMATION. THAT CALL WAS UNSUCCESSFUL. UPON ARRIVAL THE AREA IS CHARACTERIZED BY SINGLE FAMILY RESIDENCE AND MULTI-UNIT BUILDINGS. THE INSPECTOR DID NOT HEAR ANY NOISE AND WAS UNABLE TO IDENTIFY ANY POTENTIAL SOURCE. WITHOUT ADDITIONAL INFORMATION THIS COMPLIANT WILL BE CLOSED.",DEPT. OF PUBLIC HEALTH,04/27/2021,41.81921314067045,-87.69170365898006,POINT (-87.69170365898006 41.81921314067045)
600984869,NOISE COMPLAINT,4102 S MONTGOMERY AVE,4102,,S,MONTGOMERY,AVE,129151,04/26/2021,NOISE COMING FROM AN AIR CONDITIONER OR INDUSTRIAL COMMERCIAL EQUIPMENT.,"[INSPECTION LOG #: 13943333 26-APR-21 12:30:00] ON APRIL 26, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR TIFFANY WILLIAMS RESPONDED TO A CITIZEN COMPLAINT OF NOISE AT 4102 W. MONTGOMERY. PRIOR TO ARRIVAL TO THE LOCATION THE INSPECTOR TELEPHONED THE COMPLAINANT TO GATHER ADDITIONAL INFORMATION. THAT CALL WAS UNSUCCESSFUL. UPON ARRIVAL THE AREA IS CHARACTERIZED BY SINGLE FAMILY RESIDENCE AND MULTI-UNIT BUILDINGS. THE INSPECTOR DID NOT HEAR ANY NOISE AND WAS UNABLE TO IDENTIFY ANY POTENTIAL SOURCE. WITHOUT ADDITIONAL INFORMATION THIS COMPLIANT WILL BE CLOSED.",DEPT. OF PUBLIC HEALTH,04/27/2021,41.819085336196096,-87.69194232808333,POINT (-87.69194232808333 41.819085336196096)
600985016,NOISE COMPLAINT,4528 W DIVISION ST,4528,,W,DIVISION,ST,417325,04/26/2021,INDUSTRIAL MACHINERY IN THE YARD CREATING LOUD NOISE GOES ON ALL DAY AND NIGHT.,"[INSPECTION LOG #: 13927254 26-APR-21 12:25:00] ON APRIL 26, 2021, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES CONDUCTED A REPEAT INSPECTION RELATED TO A PRIOR NOISE COMPLAINT AT 4528 W. DIVISION ST. INSPECTOR BARNES ARRIVED AT 11:15AM TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT.THE COMPLAINANT STATED THE NOISE CONNECTED TO THEIR PREVIOUS COMPLAINTS WAS CONTINUING TO EMANATE FROM EQUIPMENT CONNECTED TO THE INDUSTRIAL FACILITY LOCATED AT THE ABOVE LISTED ADDRESS. INSPECTOR BARNES REVIEWED THE RECENT UPDATES OF THE ONGOING NOISE INVESTIGATION WITH THE COMPLAINANT. INSPECTOR BARNES REVIEWED THE GENERAL REQUIREMENTS OF THE CHICAGO NOISE ORDINANCE IN THE MUNICIPAL CODE OF CHICAGO WITH THE COMPLAINANT.FOLLOWING HIS PHONE CONVERSATION WITH THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTO A). DURING THE SURVEY, INSPECTOR BARNES OBSERVED THE EQUIPMENT AT THE CENTER OF THE COMPLAINT TO OPERATING AT THE TIME OF HIS INSPECTION (PHOTO B). AS IN PREVIOUS INSPECTIONS, NOISE EMANATING FROM THE EQUIPMENT WAS DETECTABLE OUTSIDE THE BUSINESS? ESTABLISHED MANUFACTURING DISTRICT (PHOTOS C  D). ADDITIONALLY, THE NOISE EMANATING FROM THE EQUIPMENT WAS CLEARLY AUDIBLE ABOVE ALL SURROUNDING AMBIENT SOUNDS. INFORMATIONAL NOISE METER READINGS TAKEN FROM THE PUBLIC ROADWAY OUTSIDE THE MANUFACTURING DISTRICT, AT A DISTANCE OF 1030 FEET TAKEN FROM 11:25AM TO 11:35AM, USING A FRESHLY CALIBRATED CASELLA CEL-62X SOUND LEVEL METER, REVEALED THE EQUIPMENT TO BE EMANATING NOISE AT AN AVERAGE DECIBEL LEVEL OF 58DB(A). THIS WOULD EXCEED THE ALLOWABLE LEVELS FROM 8:00PM TO 8:00AM.FOLLOWING THE SURVEY, INSPECTOR BARNES MET WITH GILBERT ESCUDERO, THE PLANT MANAGER OF THE BUSINESS AT THE CENTER OF THE COMPLAINT (ALLIED METAL COMPANY). MR. ESCUDERO STATED HE WAS EXPECTING THE DELIVERY OF A CONTRACTOR?S ESTIMATE FROM INSTALLATION OF PERMANENT NOISE MITIGATION MATERIALS. MR. ESCUDERO STATED HE WOULD REGULARLY FOLLOW UP WITH UPDATES FOR THE MITIGATION IMPLEMENTATION.INSPECTOR BARNES REVIEWED THE FINDINGS OF HIS INSPECTION WITH THE COMPLAINANT. INSPECTOR BARNES DETERMINED NO NEW CITATIONS WERE REQUIRED.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.902561882548625,-87.73974855121672,POINT (-87.73974855121672 41.902561882548625)
600984888,AIR POLLUTION WORK ORDER,2857 S HALSTED ST,2857,,S,HALSTED,ST,10937,04/26/2021,OUTSIDE SMELLS LIKE BURNING PLASTIC OR CHEMICALS REALLY BAD I FELT LIKE I COULD NOT EVEN BREATHE WHILE WALKING MY DOG TODAY. I HAVE NEVER SMELLED ANYTHING LIKE THIS IN THE AREA BEFORE.,"[INSPECTION LOG #: 13927211 26-APR-21 12:15:00] 2857 S. HALSTED-GUARDIAN GLASS, ENGINEERED GLASS PRODUCTSIN RESPONSE TO A COMPLAINT, I ARRIVED TO THE AREA OF 2900 S. LOWE AND CANVASSED FOR PLASTIC BURNING ODORS. ACCORDING TO THE COMPLAINANT, PLASTIC BURNING ODORS ARE DETECTED IN THIS AREA PERIODICALLY BETWEEN 6AM-12PM DAILY. THE COMPLAINANT FURTHER STATED THAT SHE BELIEVE THE ODORS ORIGINATES FROM GUARDIAN GLASS-2857 S. HALSTED. I CANVASSED THE AREA AROUND GUARDIAN GLASS AND NO PLASTIC BURNING ODORS WERE DETECTED. THE FACILITY MANAGER OR ENVIRONMENTAL HEALTH AND SAFETY STAFF WAS NOT AVAILABLE AT THE TIME OF THE INSPECTION. I WILL PERFORM A FOLLOW UP CAVASS OF THE AREA AT A LATER DATE.",DEPT. OF PUBLIC HEALTH,04/27/2021,41.84181026572035,-87.646227365435,POINT (-87.646227365435 41.84181026572035)
600985001,AIR POLLUTION WORK ORDER,5931 N CAMPBELL AVE,5931,,N,CAMPBELL,AVE,379542,04/26/2021,CALLER STATES THE PERSON IS SANDBLASTING AND ITS COMING ALL ON HER PROPERTY (DUST).,"[INSPECTION LOG #: 13930294 26-APR-21 12:30:00] ON APRIL 26, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT 5913 N. CAMPBELL AVE., CHICAGO, IL. A 3-1-1 COMPLAINT WAS RECEIVED THAT DUST FROM SANDBLASTING WAS MIGRATING TO A NEIGHBORING PROPERTY. THE REPORTING INSPECTOR MET WITH TWO LABORERS ON THE SITE AND ONE STATED THAT HE WAS A UNION MASON AND IS AWARE OF THE RULES FOR DUST CONTROL. THE REPORTING INSPECTOR ASKED A SERIES OF QUESTIONS AND THE MASONS STATED THAT THEY WERE HAND WASHING BRICKS USING ONLY WATER AND THAT A SMALL POWER WASHER WAS ON SITE BUT WAS NOT IN USE AT THE TIME OF THE INSPECTION. NO CONTAINERS OF CLEANING AGENTS, SOAPS OR DETERGENTS WERE OBSERVED AT THE SITE; NO GRINDERS, DUSTLESS CUTTING TOOLS OR ANY TOOLS WERE OBSERVED ON SITE. ONE OF THE MASONS STATED THAT THERE WAS A POOR NEIGHBORLY RELATIONSHIP BETWEEN THE OWNERS OF THE DWELLINGS AND THAT THE MASONS NEEDED TO CALL THE CHICAGO POLICE THE PREVIOUS FRIDAY DUE TO VERBAL ABUSE FROM THE NEIGHBORING HOME OWNER. THE MASONS STATED THAT THERE HAS BEEN DUST ACCUMULATING ON THE SIDEWALKS AND THAT THEY HAVE BEEN DILIGENT ABOUT CLEANING UP THE DUST. THE MASONS STATED THAT WHATEVER THEY DID IN TERMS OF CLEANING HER BUSHES, SIDEWALK, ETC., IT WAS NEVER ENOUGH FOR THE NEIGHBOR. NO PILES OF DEBRIS OR VISIBLE AMOUNTS OF BROKEN BRICK OR MORTAR WERE NOTED BY THE REPORTING INSPECTOR. THE REPORTING INSPECTOR THEN MET WITH THE COMPLAINANT WHO STATED THAT SHE HAD HER SECURITY CAMERAS CAPTURE DUST ON HER SIDEWALK AND PROPERTY. THE REPORTING INSPECTOR PROVIDED A BUSINESS CARD TO THE COMPLAINANT AND INFORMED HER THAT IF SHE HAD ANY VIDEO FOOTAGE OF AIRBORNE PARTICULATE MATTER, THAT SHE SHOULD CONTACT THE REPORTING INSPECTOR AND HE WOULD RETURN TO THE SITE. BASED UPON A LACK OF EVIDENCE A THE TIME OF THE INSPECTION, THIS COMPLAINT IS CLOSED.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.989582199502884,-87.69192306805346,POINT (-87.69192306805346 41.989582199502884)
600984875,ILLEGAL DUMPING WORK ORDER,2400 N NARRAGANSETT AVE,2400,,N,NARRAGANSETT,AVE,426532,04/26/2021,DUMPING SOME KIND OF LIQUID INTO THE LAGOON.,"[INSPECTION LOG #: 13930616 26-APR-21 12:40:00] ON APRIL 26, 2021, SENIOR ENVIRONMENTAL INSPECTOR DONAVAN TIETJE PERFORMED A COMPLAINT INSPECTION AT 2441 N NARRAGANSETT. THIS IS THE LOCATION OF RIIS PARK. THE COMPLAINT WAS IN REGARDS TO LIQUID BEING DUMPED INTO THE POND AT THE PARK. INSPECTOR TIETJE WALKED ON ALL SHORES OF THE PONDS AND SAW NO SIGNS OF DUMPING IN EITHER DISCOLORED WATER OR RESIDUE ALONG THE SHORE.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.92377707879425,-87.78559306267569,POINT (-87.78559306267569 41.92377707879425)
600985099,NOISE COMPLAINT,1040 W ADAMS ST,1040,,W,ADAMS,ST,417325,04/26/2021,THE NOISE COMING FROM VENT IS VERY ABOVE 55 DBA AND WE CAN HEAR THE LOUD NOISE DAY/NIGHT EVEN OVER 50 FEET AWAY AT 111 S ABERDEEN.,"[INSPECTION LOG #: 13930735 26-APR-21 15:25:00] ON APRIL 26, 2021, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES RESPONDED TO A NOISE COMPLAINT AT 1040 W. ADAMS ST. INSPECTOR BARNES ARRIVED AT 2:25PM TO ATTEMPT TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT. THE COMPLAINANT DID NOT ANSWER INSPECTOR BARNES? CALL OR RESPOND TO HIS VOICE MAIL MESSAGE.ACCORDING TO THE CITY OF CHICAGO?S 311 SYSTEM, THE COMPLAINANT STATED LOUD NOISES WERE EMANATING FROM A FAN UNIT IN THE LOADING DOCK OF THE BUILDING LOCATED AT THE ABOVE LISTED ADDRESS.FOLLOWING HIS ATTEMPT TO CONTACT THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTOS A  B). DURING THE SURVEY, INSPECTOR BARNES OBSERVED THE FAN UNIT AT THE CENTER OF THE COMPLAINT (PHOTO C). ADDITIONALLY, INSPECTOR BARNES OBSERVED THE FAN UNIT TO BE OPERATING DURING THE ENTIRETY OF THE INSPECTION. INFORMATIONAL NOISE METER READINGS TAKEN FROM THE ADJACENT PUBLIC ALLEY AT A DISTANCE OF APPROXIMATELY 25 FEET FROM 2:50PM TO 3:00PM USING A FRESHLY CALIBRATED CASELLA CEL-62X SOUND LEVEL METER, REVEALED THE EQUIPMENT TO BE EMANATING NOISE AT AN AVERAGE DECIBEL LEVEL OF 73DB(A). THIS WOULD EXCEED THE ALLOWABLE LEVELS FROM 8:00PM TO 8:00AM.FOLLOWING THE SURVEY, INSPECTOR BARNES MET WITH THE BUILDING ENGINEER. THE BUILDING ENGINEER CONFIRMED THE UNIT WAS OPERATED BY THE BUILDING. THE BUILDING ENGINEER STATED THEY WERE NOT AWARE OF NOISE COMPLAINTS MADE AGAINST THE FACILITY. UPON REVIEWING THE COMPLAINT WITH THE BUILDING ENGINEER, THE ENGINEER STATED THEY WOULD INSTALL A TIMER CONNECTED TO THE UNIT TO AUTOMATICALLY SHUT DOWN DURING THE OVERNIGHT HOURS. THE BUILDING ENGINEER REQUESTED TIME TO BRING THE EQUIPMENT INTO COMPLIANCE WITH THE ORDINANCE. INSPECTOR BARNES REVIEWED THE GENERAL REQUIREMENTS OF THE CHICAGO NOISE ORDINANCE IN THE MUNICIPAL CODE OF CHICAGO WITH THE BUILDING ENGINEER.AS THE COMPLAINANT DID NOT RESPOND TO INSPECTOR BARNES, NO FOLLOW UP COULD BE CONDUCTED. INSPECTOR BARNES DETERMINED NO CITATIONS WERE REQUIRED.",DEPT. OF PUBLIC HEALTH,04/26/2021,41.879224321915544,-87.65358421213601,POINT (-87.65358421213601 41.879224321915544)
600984861,ASBESTOS WORK ORDER,2915 W SHAKESPEARE AVE,2915,,W,SHAKESPEARE,AVE,425726,04/26/2021,CONCERNED ABOUT ASBESTOS AS MENTIONED IN THE CONCERN I SAW MULTIPLE RENOVATIONS DONE BY THE SFAFF.,[INSPECTION LOG #: 13975822 26-APR-21 15:00:00] DATE: 4/26/2021INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: ASBESTOS LOCATION: 2915 W. SHAKESPEARE AVE. NOTES:UPON ARRIVAL THE REPORTING INSPECTOR MET WITH THE ON SITE PROPERTY MANAGER. THE PROPERTY MANAGER INFORMED THE REPORTING INSPECTOR THAT THERE WAS NO WORK BEING CONDUCTED AT THE TIME BUT THAT THEY WERE GOING TO OBTAIN PERMITS TO FIX THE PARAPET WALLS OF THE BUILDING. THE REPORTING INSPECTOR WAS GUIDED THROUGH THE BASEMENT AREAS AND LAUNDRY ROOM OF THE BUILDING. THE REPORTING INSPECTOR WAS GUIDED THROUGH LONG TIME STORAGE AREA THAT WERE LOCKED. THE REPORTING INSPECTOR WAS ALSO GUIDED TO LAUNDRY AREA AND OBSERVED NO SUSPECT MATERIALS. NO WORK WAS BEING CONDUCTED AT THE TIME OF INSPECTION. THIS INSPECTION IS NOW CONSIDERED CLOSED.,DEPT. OF PUBLIC HEALTH,04/30/2021,41.920500885468314,-87.70086676738211,POINT (-87.70086676738211 41.920500885468314)
600984888,AIR POLLUTION WORK ORDER,2857 S HALSTED ST,2857,,S,HALSTED,ST,10937,04/26/2021,OUTSIDE SMELLS LIKE BURNING PLASTIC OR CHEMICALS REALLY BAD I FELT LIKE I COULD NOT EVEN BREATHE WHILE WALKING MY DOG TODAY. I HAVE NEVER SMELLED ANYTHING LIKE THIS IN THE AREA BEFORE.,[INSPECTION LOG #: 13939524 27-APR-21 09:20:00] FOLLOW UP CAVNASS OF THE AREA PERFOMED. NO PLASTIC BURNING ODORS DETECTED.,DEPT. OF PUBLIC HEALTH,04/27/2021,41.84181026572035,-87.646227365435,POINT (-87.646227365435 41.84181026572035)
600984881,CONSTRUCTION AND DEMOLITION,4723 S LAFLIN ST,4723,,S,LAFLIN,ST,8386,04/26/2021,CONSTRUCTION/DEMOLITION DEBRIS IN ALLEY.,[INSPECTION LOG #: 13926515 26-APR-21 11:50:00] I INVESTIGATED AN ANONYMOUS COMPLAINT STATING THAT THERE WAS CONSTRUCTION/DEMOLITION DEBRIS DUMPED IN THE ALLEY AT 4723 SOUTH LAFLIN ST. AT THE TIME OF MY INSPECTION I OBSERVED NO MATERIAL CONSISTENT WITH THAT DESCRIBED IN THE CITIZEN'S COMPLAINT.,DEPT. OF PUBLIC HEALTH,04/26/2021,41.80792392483796,-87.66236840017638,POINT (-87.66236840017638 41.80792392483796)
