name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chicago temps,2021-01-22,80.2,53.3,65.3,80.4,53.3,65.3,56.1,75.5,0,0,0,,0,0,,7.9,18.8,1013.7,13,9.6,193,16.5,7,,2021-01-22T07:28:25,2021-01-22T18:11:41,0.33,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-23,71.4,60.3,65.1,71.4,60.3,65.1,63,93.2,0,0,0,,0,0,,10,83.4,1013.6,75.4,8.2,30.6,2.7,1,,2021-01-23T07:28:07,2021-01-23T18:12:29,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-24,80.6,66.1,72.7,82.8,66.1,72.9,67.1,83.6,0,0,0,,0,0,24.2,18.2,142.3,1008.3,80.4,7.2,86.3,7.4,4,,2021-01-24T07:27:47,2021-01-24T18:13:18,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-25,80.1,59.4,70.2,80.2,59.4,70.2,58.4,70.6,0,0,0,,0,0,27.7,18.1,27.8,1005.5,42.3,6.9,97.9,8.5,4,,2021-01-25T07:27:26,2021-01-25T18:14:06,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,remote,72058400181"
chicago temps,2021-01-26,82.8,57.9,69.8,81.4,57.9,69.5,50.2,52.4,0,0,0,,0,0,,8.1,26.5,1009.2,48.2,9.8,180.7,15.6,7,,2021-01-26T07:27:04,2021-01-26T18:14:55,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-27,71.1,48.8,62.2,71.1,47,62.1,33.2,38.3,0,0,0,,0,0,28.9,21.8,341.1,1023.2,18.2,9.9,202.9,17.6,7,,2021-01-27T07:26:40,2021-01-27T18:15:43,0.49,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-28,66.6,43.1,54.5,66.6,38.3,53.2,32.8,46.3,0,0,0,,0,0,,13.9,80.1,1030.6,31.9,9.4,204.1,17.7,7,,2021-01-28T07:26:15,2021-01-28T18:16:31,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-01-29,74,48,60.5,74,46.2,60.3,51.3,73.7,0,0,0,,0,0,21.9,17,133.8,1022.1,42.3,9.8,133.9,11.5,7,,2021-01-29T07:25:48,2021-01-29T18:17:19,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-01-30,84.2,61.3,70.7,83.6,61.3,70.7,58.9,69.2,0,0,0,,0,0,21.9,16.1,153.5,1011.1,43.2,9.6,179,15.6,7,,2021-01-30T07:25:20,2021-01-30T18:18:07,0.52,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-01-31,79.1,51.8,66,79.1,51.8,66,40.1,46.8,0,0,0,,0,0,18.3,11.4,5.1,1021,17.8,8.9,207.5,18,7,,2021-01-31T07:24:50,2021-01-31T18:18:54,0.54,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-01,69.2,45,57.3,69.2,43.9,57,29,36.4,0,0,0,,0,0,,12.5,36,1028.6,19.5,9,221.6,19.3,8,,2021-02-01T07:24:19,2021-02-01T18:19:41,0.59,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-02,74.1,45,59.9,74.1,41.8,59,33,38.8,0,0,0,,0,0,,11.6,144.9,1022.2,11.2,9.9,204.7,17.9,8,,2021-02-02T07:23:47,2021-02-02T18:20:28,0.63,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-03,82.4,53,66.3,81.1,53,66.2,50.6,60.2,0,0,0,,0,0,20.8,16.1,146,1014.7,2.9,9.7,213.7,18.4,8,,2021-02-03T07:23:13,2021-02-03T18:21:15,0.68,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-04,92.1,55.9,72,88.3,55.9,71.4,53.9,61.4,0,0,0,,0,0,,13.9,104.8,1008.4,6.8,9.8,208.9,18.1,8,,2021-02-04T07:22:38,2021-02-04T18:22:01,0.74,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-05,70.3,55.2,62.7,70.3,55.2,62.7,44,50.9,0,0,0,,0,0,28.9,21.9,45.4,1010.6,43.7,9.2,124.2,10.7,6,,2021-02-05T07:22:02,2021-02-05T18:22:47,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-06,77.3,53.3,63.3,77.3,53.3,63.3,45.7,63.4,0,0,0,,0,0,24.2,17.2,3.5,1010.8,51.1,7.9,147.8,12.7,8,,2021-02-06T07:21:25,2021-02-06T18:23:32,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-07,77.3,48.8,63.7,77.3,45.8,63.6,41.5,45.5,0,0,0,,0,0,21.9,17,127.3,1014.3,19.5,9.7,210.6,18.2,8,,2021-02-07T07:20:46,2021-02-07T18:24:18,0.9,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-08,79.1,61.1,68.5,79.1,61.1,68.5,58.7,72.9,0,0,0,,0,0,,13.9,139.1,1011.7,63,9,108.7,9.6,4,,2021-02-08T07:20:06,2021-02-08T18:25:02,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-09,84.4,64.2,71.5,84.2,64.2,71.6,64,80.4,0,0,0,,0,0,,15,124.8,1014.4,48.4,6.2,149.4,12.9,7,,2021-02-09T07:19:24,2021-02-09T18:25:47,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-10,78.2,54.5,69.9,78.2,54.5,69.9,62.7,78.8,0,0,0,,0,0,24.2,18.3,72.2,1012.1,87,8.5,89.9,7.8,4,,2021-02-10T07:18:42,2021-02-10T18:26:31,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-11,52.1,39.9,44.5,52.1,31.4,38.9,43.4,95.9,0.049,100,20.83,rain,0,0,25.3,18.3,9.7,1016.2,100,6.5,42.3,3.5,4,,2021-02-11T07:17:58,2021-02-11T18:27:14,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KLRD,HVLT2,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-12,42.2,38.9,40.1,36.3,31.9,34,38.8,94.9,0,0,0,,0,0,17.2,13.9,3.7,1020.3,100,7.2,37.9,3.4,1,,2021-02-12T07:17:13,2021-02-12T18:27:58,0,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,72252012907,KAPY,72058400181"
chicago temps,2021-02-13,39,33.8,36,34,25.7,29.1,34.4,94.1,0.011,100,4.17,"rain,snow",0,0,17.2,11.3,27.7,1020.3,100,7.3,50.6,4.2,2,,2021-02-13T07:16:27,2021-02-13T18:28:41,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"KLRD,76286399999,HVLT2,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-14,35.2,28.2,32.6,32,16,24.5,31.3,94.8,0.012,100,4.17,"rain,snow",0,0,26.1,18.1,19.3,1019.6,100,6.2,43.2,3.7,2,,2021-02-14T07:15:40,2021-02-14T18:29:23,0.04,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-15,35.4,19.1,26.6,29.6,3.2,16.2,15.3,63.3,0.004,100,4.17,snow,0,0,29.1,20.6,330.5,1027.1,39.9,9.3,265.8,22.8,8,,2021-02-15T07:14:52,2021-02-15T18:30:05,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,rain,"KLRD,76286399999,HVLT2,72252012907,KAPY,remote,72058400181"
chicago temps,2021-02-16,47.4,21.1,31.6,42.5,13.2,24.4,20,64.3,0.004,100,4.17,"rain,snow",0,0,,18.3,101.6,1015.6,25.9,8.7,133.2,11.6,5,,2021-02-16T07:14:03,2021-02-16T18:30:47,0.1,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"HVLT2,76286399999,MMNL,remote,KAPY,72058400181"
chicago temps,2021-02-17,59.8,29.9,41.8,59.8,21.6,37.5,33.2,75.7,0.012,100,8.33,"rain,snow",0,0,,16.1,8.3,1013.9,43.6,8.2,216.8,18.7,8,,2021-02-17T07:13:13,2021-02-17T18:31:28,0.14,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"76286399999,HVLT2,MMNL,KAPY,remote,72058400181"
chicago temps,2021-02-18,46.1,32.2,39.1,42.6,21.9,31.6,31.4,74.5,0.011,100,4.17,"rain,snow",0,0,27.7,21.9,359.4,1032.2,83,9,152.7,13.2,7,,2021-02-18T07:12:22,2021-02-18T18:32:09,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-19,53.2,25.1,38.1,53.2,17,33,23.3,58.6,0,0,0,,0,0,19.7,12.9,325,1033.7,10.2,9.9,261.3,22.5,9,,2021-02-19T07:11:30,2021-02-19T18:32:49,0.24,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,72252012907,KAPY,72058400181"
chicago temps,2021-02-20,70.2,31.9,51.5,70.2,26.4,49.2,35.6,58.3,0,0,0,,0,0,26.3,21.2,141.9,1024.6,0,9.7,251,21.5,8,,2021-02-20T07:10:37,2021-02-20T18:33:29,0.28,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,72252012907,KAPY,72058400181"
chicago temps,2021-02-21,78.4,47.9,62.7,78.4,45.3,62.5,49,65,0,0,0,,0,0,16.1,12.6,130.2,1016.6,0,9.1,238.4,20.6,8,,2021-02-21T07:09:43,2021-02-21T18:34:08,0.33,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-22,78.6,56.1,65.8,78.6,56.1,65.8,52.4,64.8,0,0,0,,0,0,18.3,10.3,85.5,1021.8,47.4,9.2,222,19.2,9,,2021-02-22T07:08:49,2021-02-22T18:34:47,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-23,83.9,55.3,68.6,83,55.3,68.5,57.1,70.8,0,0,0,,0,0,23,14.9,146.6,1017.3,22.2,8.6,219.9,19,8,,2021-02-23T07:07:53,2021-02-23T18:35:26,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-24,89.6,61.1,74.3,89.9,61.1,74.3,61.6,68.8,0,0,0,,0,0,18.3,12.7,141.9,1013.8,16.9,9.5,226.5,19.4,8,,2021-02-24T07:06:57,2021-02-24T18:36:04,0.45,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-02-25,89.8,66,76.1,90.7,66,76.6,64.5,70.4,0,0,0,,0,0,25,16.4,133,1013.6,51.4,9.3,192.6,16.4,8,,2021-02-25T07:06:00,2021-02-25T18:36:42,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-26,73.5,55.6,66.1,73.5,55.6,66.1,58.3,76.9,0,0,0,,0,0,,15.9,339.3,1011.8,71.8,8.6,121.1,10.6,6,,2021-02-26T07:05:02,2021-02-26T18:37:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-27,82.2,62.4,70.4,84,62.4,70.7,61.5,74.3,0,0,0,,0,0,21.9,15,108.6,1008.9,64.7,9,92,8.1,4,,2021-02-27T07:04:03,2021-02-27T18:37:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-02-28,85.9,69.2,76.1,87.5,69.2,76.6,66.7,74.2,0,0,0,,0,0,17.2,13.8,133.2,1008.2,67.9,7.3,133.7,11.5,6,,2021-02-28T07:03:04,2021-02-28T18:38:34,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-01,74,55.4,63.2,74,55.4,63.2,54.5,74.3,0.023,100,12.5,rain,0,0,31.7,23,12.1,1017.4,99.4,7.7,36.3,3,1,,2021-03-01T07:02:04,2021-03-01T18:39:10,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-02,69.1,49,58.2,69.1,45.1,57.9,35.5,44.8,0,0,0,,0,0,20.8,15,340.3,1023.7,57.3,9.8,176.9,15.4,9,,2021-03-02T07:01:04,2021-03-02T18:39:46,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-03,77.3,46,61.5,77.3,43.1,60.7,40.4,49,0,0,0,,0,0,,12.6,129.7,1019.9,26.1,9.9,244.8,21.2,8,,2021-03-03T07:00:02,2021-03-03T18:40:22,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-04,84.4,55.1,68.5,83,55.1,68.3,55.5,67.5,0,0,0,,0,0,21.9,17.5,141.1,1016.3,39.2,9.4,213.4,18.5,8,,2021-03-04T06:59:01,2021-03-04T18:40:57,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-05,86,64.1,73.1,82.6,64.1,72.4,48.2,52.5,0,0,0,,0,0,32.8,19.4,342.4,1014.5,49.5,9.8,214.2,18.4,9,,2021-03-05T06:57:58,2021-03-05T18:41:32,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-06,72.1,54.1,63.5,72.1,54.1,63.5,42.5,47.5,0,0,0,,0,0,24.2,15.9,6.6,1023.1,21.2,9.8,202.6,17.5,7,,2021-03-06T06:56:56,2021-03-06T18:42:07,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-07,68.1,47.8,60.2,68.1,47,60.2,46.7,62.2,0,0,0,,0,0,18.3,13.9,115.6,1025.4,52.9,9.7,112.6,9.7,6,,2021-03-07T06:55:52,2021-03-07T18:42:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-08,77.3,55.2,67,77.3,55.2,67,53.4,63.8,0,0,0,,0,0,22.8,18.1,134.2,1026.2,85.6,9.8,169.8,14.7,8,,2021-03-08T06:54:49,2021-03-08T18:43:15,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-09,83.1,62.1,71.4,82.7,62.1,71.4,58.9,67.3,0,0,0,,0,0,31.6,23.9,143.7,1021,68.4,9.5,169.9,14.6,7,,2021-03-09T06:53:44,2021-03-09T18:43:49,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-10,90,65.1,75.2,87.8,65.1,74.8,58.5,60.1,0,0,0,,0,0,34.3,27.3,146.9,1014.8,36.1,9.9,237.5,20.5,9,,2021-03-10T06:52:40,2021-03-10T18:44:23,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-11,91.2,65.1,76.7,91.7,65.1,76.8,62,63.8,0,0,0,,0,0,30.8,21.8,136.4,1014.6,39.5,9.7,193.2,16.6,8,,2021-03-11T06:51:35,2021-03-11T18:44:56,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-12,91.2,71.7,78.3,92.2,71.7,78.6,65,66,0,0,0,,0,0,31,24,134.2,1016.8,87,9.4,179.9,15.4,6,,2021-03-12T06:50:29,2021-03-12T18:45:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-13,90.1,73.1,78.5,91.5,73.1,78.8,64.9,64.9,0,0,0,,0,0,37.5,27.5,142.7,1013.4,73.8,9,171.8,14.9,5,,2021-03-13T06:49:24,2021-03-13T18:46:02,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-14,77.1,56.3,69,77.1,56.3,69,43.9,49.4,0.011,100,4.17,rain,0,0,34.3,25,8.4,1012.4,73.5,8.9,179.6,14.8,8,,2021-03-14T07:48:18,2021-03-14T19:46:34,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-15,87.2,52.2,69.4,85.5,52.2,68.9,47.7,49.5,0,0,0,,0,0,,13.6,119.9,1011.8,20.9,9.8,179.3,15.5,6,,2021-03-15T07:47:12,2021-03-15T19:47:07,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
